Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Box (product.metafields.custom.box),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Age group (product.metafields.shopify.age-group),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Display technology (product.metafields.shopify.display-technology),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Test format (product.metafields.shopify.test-format),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
e2768,,,,,,,,,2.0,,,NAVY,,,,,E2768_NAVY_2,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2768,,,,,,,,,18.0,,,NAVY,,,,,E2768_NAVY_18,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2768,,,,,,,,,10.0,,,ROYAL,,,,,E2768_ROYAL_10,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2767,Elegant Evening Cocktail Long Dress E2767,"<p>Experience the allure of sophisticated glamour with this enchanting long dress that captivates with its timeless silhouette. Ideal for a cocktail event, this dress features exquisite detailing that accentuates your figure while ensuring comfort. Perfect for weddings or elegant parties, it effortlessly blends style and grace, making every moment unforgettable. Whether you're dancing the night away or mingling with friends, this dress guarantees you'll be the center of attention.  </p>
<ul>
<li>A-Line</li>
<li>High Slit Gown</li>
<li>Long Sleeve</li>
<li>Satin</li>
<li>Elegant</li>
<li>Sophisticated</li>
<li>Flowy Dress  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,long,"Cocktail, Elegant, Long, Party, Wedding, Wedding Guest",true,Size,12.0,,Color,WINE,,,,,E2767_WINE_12,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2767_Wine_1.jpg?v=1722465575,1,MILANO FORMALS e2767 E2767_Wine_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2767,,,,,,,,,16.0,,,WINE,,,,,E2767_WINE_16,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2767,,,,,,,,,18.0,,,WINE,,,,,E2767_WINE_18,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2764,Elegant Wedding Long Dress E2764,"<p>Envision making a stunning entrance in this long dress, perfect for various formal events. Whether it's a wedding, a prom, or a fashionable evening out, this dress assures you look effortlessly chic. Its flowing silhouette gracefully moves with you, making it an ideal choice for dancing the night away. Pair it with elegant accessories and heels to complete your look for any significant occasion, ensuring you leave a lasting impression.  </p>
<ul>
<li>Solid</li>
<li>Flowy Dress</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>High Slit Gown</li>
<li>Elegant  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,long,"Elegant, Formal, Long, Wedding, Wedding (Bridal), Wedding Guest",true,Size,14.0,,Color,ROYAL,,,,,E2764_ROYAL_14,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2764_Royal_1.jpg?v=1722465571,1,MILANO FORMALS e2764 E2764_Royal_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2764,,,,,,,,,16.0,,,ROYAL,,,,,E2764_ROYAL_16,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2754,Elegant Wedding Long Dress E2754,"<p>Embrace timeless beauty with this stunning long dress that flows gracefully with every step. Featuring intricate details and a flattering silhouette, it's perfect for weddings, formal gatherings, or any special occasion. Elevate your wardrobe and make a statement while feeling effortlessly chic. This dress can be your go-to for memorable events, ensuring you stand out in every crowd while exuding confidence.  </p>
<ul>
<li>Solid</li>
<li>High Slit Gown</li>
<li>A-Line</li>
<li>Sleeveless</li>
<li>Flowing  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,long,"Dress, Formal, Party, Wedding, Wedding (Bridal)",true,Size,12.0,,Color,NAVY,,,,,E2754_NAVY_12,0.0,shopify,5,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2754_Navy_1.jpg?v=1722465568,1,MILANO FORMALS e2754 E2754_Navy_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2754,,,,,,,,,16.0,,,NAVY,,,,,E2754_NAVY_16,0.0,shopify,4,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2754,,,,,,,,,20.0,,,NAVY,,,,,E2754_NAVY_20,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2753,Enchanting Evening Cocktail Short Dress E2753,"<p>Delight in the charm of this stunning piece, perfect for various events such as cocktail parties or festive gatherings. It offers a flattering silhouette that enhances your natural curves, making it an ideal choice for nights filled with laughter and celebration. Featuring an elegant design, this dress effortlessly combines sophistication and fun, ensuring you turn heads and feel confident wherever you go. Whether it's a vibrant party or an intimate celebration, this dress is your go-to choice.  </p>
<ul>
<li>Solid</li>
<li>A-Line</li>
<li>Sleeveless</li>
<li>Flowy Dress</li>
<li>Ball Gown  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,short,"Cocktail, Party, Prom, Short, Solid",true,Size,6.0,,Color,SKY BLUE,,,,,E2753_SKY BLUE_6,0.0,shopify,1,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2753_Turquoise_1.jpg?v=1722465565,1,MILANO FORMALS e2753 E2753_Turquoise_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2753,,,,,,,,,6.0,,,TURQUOISE,,,,,E2753_TURQUOISE_6,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2753,,,,,,,,,8.0,,,TURQUOISE,,,,,E2753_TURQUOISE_8,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2753,,,,,,,,,14.0,,,TURQUOISE,,,,,E2753_TURQUOISE_14,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2753,,,,,,,,,24.0,,,TURQUOISE,,,,,E2753_TURQUOISE_24,0.0,shopify,4,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,Charming Cocktail Short Dress E2752,"<p>Elevate your style with this stunning cocktail dress, perfect for upscale parties and evening events. Its exquisite design unites elegance and modern fashion, making it an ideal choice for dining out or celebrating special occasions. Pair it with statement heels and accessories for a sophisticated look that will turn heads wherever you go, be it a formal gathering or a vibrant night out with friends.  </p>
<ul>
<li>Solid</li>
<li>Fit &amp; Flare</li>
<li>Sleeveless</li>
<li>High Neck  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,Short,"Bridesmaid, Cocktail, Party, Short, Wedding Guest",true,Size,2.0,,Color,GREEN,,,,,E2752_GREEN_2,0.0,shopify,2,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2752_Green_1.jpg?v=1722465562,1,MILANO FORMALS e2752 E2752_Green_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2752,,,,,,,,,6.0,,,GREEN,,,,,E2752_GREEN_6,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,8.0,,,GREEN,,,,,E2752_GREEN_8,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,10.0,,,GREEN,,,,,E2752_GREEN_10,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,12.0,,,GREEN,,,,,E2752_GREEN_12,0.0,shopify,7,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,14.0,,,GREEN,,,,,E2752_GREEN_14,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,16.0,,,GREEN,,,,,E2752_GREEN_16,0.0,shopify,6,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2752,,,,,,,,,20.0,,,GREEN,,,,,E2752_GREEN_20,0.0,shopify,3,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2708,Elegant Evening Long Dress E2708,"<p>Captivate the crowd with this stunning long dress, perfect for memorable occasions such as formal events, weddings, or elegant parties. The exquisite design features a flattering silhouette, offering graceful movement and a sophisticated finish. Whether you're dancing the night away at a prom or celebrating with family and friends at a wedding, this dress promises to elevate your style and leave a lasting impression.  </p>
<ul>
<li>Solid</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>Flowy Dress</li>
<li>Strapless</li>
<li>Evening Gown</li>
<li>High Slit Gown  </li>
</ul>",MILANO FORMALS,Apparel & Accessories > Clothing > Dresses,long,"Dress, Formal, Prom, Wedding, Wedding Guest",true,Size,6.0,,Color,BLACK,,,,,E2708_BLACK_6,0.0,shopify,11,deny,manual,0.00,,true,true,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/E2708_Navy_1.jpg?v=1722465559,1,MILANO FORMALS e2708 E2708_Navy_1.png,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,true,,,active
e2708,,,,,,,,,10.0,,,BLACK,,,,,E2708_BLACK_10,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2708,,,,,,,,,12.0,,,BLACK,,,,,E2708_BLACK_12,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2708,,,,,,,,,14.0,,,BLACK,,,,,E2708_BLACK_14,0.0,shopify,2,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
e2708,,,,,,,,,10.0,,,BLACK/PRINT,,,,,E2708_BLACK/PRINT_10,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
