Code,Sum of QUANTITY,Price,Description,ai_description,Category,Collection,Type,Photo
E2426,10,399,Beautiful illusion halter with embroidered overlay and taffeta skirt,"Elevate your style with this stunning illusion halter dress featuring intricate embroidered overlay details. The flowing taffeta skirt adds an elegant touch, perfect for special occasions and formal events. The halter neckline creates a flattering silhouette, while the embroidered design adds a touch of sophistication. This dress is crafted from high-quality materials, ensuring both comfort and style. Make a statement at your next event in this beautiful and unique piece.","Elegant Evening, Prom",Holiday,Long,
E2428,3,349,"Show off your curves with this halter crop top Long skirt set.  The skirt has a high slit with matching ""belt"" to tie this 2 Piece show stopper together ","Elevate your style with this stunning halter crop top and Long skirt set. The halter top accentuates your curves, while the high-slit skirt adds a touch of allure. Complete with a matching ""belt"" to cinch your waist, this 2-piece ensemble is a show-stopper. Perfect for a night out on the town or a special event, this set is sure to turn heads and make you feel confident and chic. Flaunt your fashion sense with this trendy and glamorous outfit!","Elegant Evening, Prom","Holiday, Last Dress",Long,
E2430,10,349,This fully sequined cap sleeve and high slit combo will have all eyes on you at your next event.  The dress has an ombre effect that adds just a pop of color.,"Shimmer and shine in this dazzling cap sleeve dress with a thigh-high slit that exudes glamour and sophistication. The all-over sequins catch the light beautifully, making you the star of any event. The stunning ombre effect creates a mesmerizing visual impact, adding a touch of vibrancy to your look. Perfect for formal occasions, this dress is a showstopper that will make you feel like a million bucks as you command attention with every step you take.","Elegant Evening, Prom, Gala/ pageant, Embellished",Holiday,Long,
E2431,14,349,The bodice features a halter neckline with an illusion deep V-cutout and an Embellished belt hitting flawlessly on your waist to give you a stunning slimming silhouette. The sheath silhouette skirt in full-length hemline showcases an ombre sequined pattern. This Blush creation is sure to make you steal the show,"Make a grand entrance in this breathtaking Blush dress! The halter neckline and illusion deep V-cutout add a touch of allure, while the Embellished belt cinches your waist beautifully, creating a flattering silhouette. The ombre sequined pattern on the sheath silhouette skirt is a show-stopper, ensuring all eyes are on you. Perfect for special occasions where you want to stand out and make a statement, this dress is designed to make you feel like the star of the show.","Elegant Evening, Gala/ pageant, Embellished, Prom",Holiday,Long,
E2433,4,269,Take their breath away with this gorgeous two-piece evening gown. The sophisticated crop top features a beaded high halter neckline that has a contrasting floral pattern. The midriff is exposed. The lovely coordinating mermaid skirt is sure to reveal your natural figure as it features a one of a kind floral pattern.,"Make a stunning entrance in this captivating two-piece evening gown. The intricate beaded high halter neckline adds an elegant touch to the sophisticated crop top, while the contrasting floral pattern exudes charm. With a hint of allure, the exposed midriff adds a modern twist to the ensemble. The coordinating mermaid skirt beautifully showcases your natural figure, complete with its unique floral design that is sure to turn heads. Perfect for formal events or special occasions where you want to make a statement.","2 Piece, Elegant Evening, Prom",,Long,
E2434,1,269,The lace crop top is sleeveless and features a high halter neckline with bead embellishment. The mid riff is exposed. The matching Mikado floral print skirt boasts an A-line silhouette in full-length hem.,"Elevate your style with this stunning lace crop top and floral print skirt set. The sleeveless top showcases intricate bead embellishment aLong the high halter neckline, adding a touch of glamour to your look. Dare to bare with the exposed midriff detail, exuding confidence and sophistication. The A-line silhouette of the Mikado floral print skirt cascades elegantly to a full-length hem, perfect for twirling on the dance floor or making a statement at a special occasion. Embrace your femininity and charm in this ensemble, ideal for formal events, weddings, or any glamorous affair.",,,,no
E2436,9,299,This lovely ensemble features a classic off-shoulder neckline. Radiant stones embellish the waistline to highlight your curves for an ideal silhouette. The floral print A-line skirt flares to a rippling full-length.,"Elevate your style with this enchanting off-shoulder dress, adorned with shimmering stones that accentuate your figure beautifully. The A-line skirt, blooming with a charming floral print, cascades gracefully to the floor, creating a mesmerizing silhouette with every step. Perfect for special occasions, this dress exudes elegance and sophistication, making you the center of attention wherever you go. Flaunt your unique fashion sense in this stunning ensemble that effortlessly combines classic charm with modern flair.","Elegant Evening, Prom",,Long,
E2437,21,179,"two-piece evening gown. The crop top boasts a gorgeous off-shoulder neckline with a unique pattern and stunning open back. Slim fitting and sleek, the matching floral print skirt will hug your figure to the low hip and drapes to the decadent full-length mermaid silhouette hem with pizzazz and pop.","Make a grand entrance in this two-piece evening gown that exudes elegance and charm. The crop top features an alluring off-shoulder neckline and a mesmerizing unique pattern, complemented by a striking open back detail. Embrace your curves in the slim-fitting floral print skirt that gracefully hugs your figure down to the low hip before cascading into a decadent full-length mermaid silhouette hem. Perfect for upscale events and formal occasions, this ensemble will ensure you stand out with pizzazz and flair.","Elegant Evening, Prom",,Long,
E2449,13,199,"Capture the intrigue of the upscale crowd in this stunningly designed Milano Formals E2449 creation. Sleekly tailored with seams on a sculpted bodice, this stunner showcases a deep v-neckline framed with ornate spaghetti straps. Crafted with a mid-open treatment, beaded straps crisscross aLong the back as the slender waistband mimics its sparkling iridescence. The Ball Gown/Quinceanera  skirt cascades in a full-length volume as beautiful blossoms ornate its sheer organza overlay.","Make a grand entrance in the Milano Formals E2449 dress, a masterpiece designed to captivate attention. The sculpted bodice features elegant seams and a deep v-neckline, accentuated by intricate spaghetti straps. With a mid-open back adorned with beaded crisscross straps, this gown exudes sophistication from every angle. The sparkling waistband adds a touch of glamour, perfectly complementing the full-length Ball Gown/Quinceanera  skirt that flows gracefully with a sheer organza overlay Embellished with delicate blossoms. Ideal for upscale events, galas, or formal evenings, this dress Promises to make you the star of the show.","Elegant Evening, Prom",Holiday,Long,
E2460,5,389,Have all eyes on you with this fully sequined 2-piece ombre set,"Shimmer and shine all night in this dazzling two-piece ombre set, adorned with intricate sequins from top to bottom. The top features a flattering crop design, while the skirt flows gracefully with every step you take. Perfect for special occasions where you want to make a statement, this set is sure to turn heads and steal the spotlight. Embrace your inner glam and exude confidence in this show-stopping ensemble.","Elegant Evening, Embellished, Gala/ pageant, 2 Piece",Holiday,Long,
E2493,15,599,Feel like a princess in this exquisite Ball Gown/Quinceanera .  The illusion neckline with beaded collar is breathtaking.  ,"Step into a fairytale with this enchanting Ball Gown/Quinceanera  that exudes elegance and grace. The illusion neckline adorned with a captivating beaded collar adds a touch of sophistication and glamour. Crafted from luxurious and flowing fabric, this dress is perfect for special occasions where you want to make a statement. Whether it's a formal gala or a magical evening event, this dress will ensure all eyes are on you as you twirl and dance the night away.","Ball Gown/Quinceanera , Prom, Embellished ",,Long,
E2494,16,,,,,,,no
E2495,13,,,,,,,no
E2496,29,,,,,,,no
E2497,9,349,,,,,,no
E2498,12,599,Exquisite Ball Gown/Quinceanera  perfect for your grand enterance!,"Make a grand entrance in this exquisite Ball Gown/Quinceanera  that exudes elegance and sophistication. Crafted from luxurious satin material, this dress drapes beautifully and accentuates your silhouette. The intricate beading and embroidery details add a touch of glamour and make you shine like a star. Ideal for formal events, galas, or Prom night, this dress will make you feel like royalty as you twirl around the dance floor. Elevate your style and leave a lasting impression in this stunning Ball Gown/Quinceanera .","Ball Gown/Quinceanera , Prom, Embellished",,Long,
E2500,4,599,Feel like a princess in this drop waist Embellished bodice Ball Gown/Quinceanera .,"Step into a fairytale with this enchanting drop waist Ball Gown/Quinceanera , featuring a beautifully Embellished bodice that sparkles with every movement. The flowing skirt adds a touch of elegance, perfect for any formal event or special occasion. Crafted from luxurious materials, this gown exudes sophistication and glamour. Whether you're attending a gala or a black-tie event, this dress will make you feel like royalty. Elevate your style and captivate the room in this stunning piece.","Ball Gown/Quinceanera , Prom, Embellished",,Long,
E2501,22,399,,,,,,no
E2503,12,,,,,,,no
E2509,14,289,"Lady in Red! This cocktail dress has a beautiful, fully beaded bodice with illusion bust ","Make a grand entrance in this stunning red cocktail dress! The intricate beadwork on the bodice shimmers elegantly, while the illusion bust adds a touch of allure. Crafted to perfection, this dress exudes glamour and sophistication, making it perfect for special occasions. Whether you're attending a gala, a wedding, or a fancy dinner party, this dress will surely turn heads and make you feel like the belle of the ball. Embrace your inner lady in red and captivate everyone with your timeless style in this exquisite dress.","Short, Embellished, ",Holiday,Short,
E2510,2,499,"Sweet, Simple, and Elegant wedding gown","Radiate timeless elegance in this sweet and simple wedding gown. Crafted from luxurious satin fabric, this dress exudes sophistication with its clean lines and delicate details. The fitted bodice accentuates your curves, while the flowing skirt adds a touch of romance to your look. Perfect for a classic and intimate wedding ceremony, this gown is a beautiful choice for the modern bride looking for understated glamour. Wear this dress to create unforgettable memories on your special day.","wedding, Elegant Evening",Last dress,Long,
E2511,6,399,"Step into the new Year with this 2 piece set! The halter crop top has a fully beaded accenting while the skirt has a matching ""belt"" to tie this ensemble together","Make a grand entrance into the New Year with this stunning 2-piece set! The halter crop top features intricate beadwork that adds a touch of glamour to your look. Paired with a matching ""belt"" detail on the skirt, this ensemble exudes elegance and style. Perfect for special occasions or a night out, this set is sure to turn heads wherever you go. Elevate your wardrobe with this chic and sophisticated outfit.","2 Piece, Short, Embellished",Holiday,Short,
E2513,20,99,Stand out with this Bollywood themed two piece set! The top is fully beaded with a sheer nude mesh fabric in front. The skirt has a matching beaded belt Swen into the satin skirt.,"Make a glamorous statement in this Bollywood-inspired two-piece set! The intricately beaded top features a delicate sheer nude mesh panel that exudes elegance. Paired with a satin skirt adorned with a matching beaded belt, this ensemble is a true showstopper. Perfect for special occasions where you want to dazzle and shine, this outfit will have all eyes on you. Elevate your style and embrace your inner diva with this stunning ensemble.","Embellished, Short",Holiday,Short,
E2514,16,289,Fully beaded bodice with flowing Short skirt,"Step into the spotlight in this enchanting dress that boasts a fully beaded bodice paired with a gracefully flowing Short skirt. The intricate beadwork adds a touch of glamour and sparkle to your look, making you shine at any special occasion. Crafted from high-quality materials, this dress ensures both style and comfort. Whether you're attending a cocktail party, a wedding, or a fancy dinner, this dress is the perfect choice to make a statement and turn heads wherever you go. Elevate your wardrobe with this stunning piece that effortlessly combines elegance and playfulness.","Short, Embellished",Holiday,Short,
E2517,1,189,"Sweet, flirty and fun illusion boddice with matching lace overlay ","Indulge in the enchanting allure of this sweet and flirty dress, featuring a mesmerizing illusion bodice that adds a touch of mystery to your look. The delicate lace overlay complements the design, creating a romantic and whimsical feel. Perfect for a special date night or a sophisticated cocktail party, this dress effortlessly combines elegance with a playful charm. Embrace your feminine side and stand out in style with this captivating ensemble. Crafted with attention to detail, this dress is sure to make you feel like the belle of the ball.","Short, ",Last Dress,Short,
E2520,1,,,,,Last Dress,,no
E2526,26,269,"Leave everyone ""frozen"" with this stunning halter dress with beaded accenting","Step into the spotlight with this captivating halter dress that will leave everyone in awe. The intricate beaded accenting adds a touch of glamour and sophistication to your look, making you feel like a true star. Crafted from high-quality materials, this dress drapes beautifully on your figure, enhancing your silhouette. Perfect for special occasions, parties, or a night out, this dress exudes elegance and charm effortlessly. Embrace your inner fashionista and shine bright in this mesmerizing halter dress.","Short, Embellished",Holiday,Short,
E2527,18,269,This butterfly inspired dress includes a tiered toole skirt with illusion strapless bodice.,"Embrace whimsical elegance in this butterfly-inspired dress featuring a tiered tulle skirt and an illusion strapless bodice. The delicate layers of tulle create a dreamy and ethereal look, perfect for any special occasion. The illusion bodice adds a touch of intrigue and sophistication to the ensemble, making it a standout piece in your wardrobe. Wear this enchanting dress to a formal event, Prom, or a cocktail party to exude grace and charm effortlessly. Elevate your style with this enchanting dress that will make you feel like a true fashion fairy.","Embellised, Short, ",Homecoming,Short,
E2531,13,269,Feel like a princess in this deep V-neck style heavy satin dress with beaded trim. The fully beaded triple belt is sure to show off your waistline.,"Step into elegance with this enchanting deep V-neck satin dress adorned with intricate beaded trim. The luxurious heavy satin fabric drapes gracefully, while the fully beaded triple belt cinches at the waist, accentuating your curves. Perfect for special occasions, this dress exudes sophistication and glamour, making you feel like royalty wherever you go. Ideal for formal events, weddings, or any moment you want to make a stunning entrance.","Embellished, Short",Homecoming,Short,
E2532,11,289,The floral printed skirt is perfect for your springtime event.  While it may look like this is a 2 Piece ensemble the dress is connected by sheer fabric.,"Embrace the beauty of spring with this enchanting floral printed dress, designed to captivate hearts at your next event. Crafted with a seamless connection of sheer fabric, this dress gives the illusion of a two-piece ensemble, adding a touch of elegance to your look. The vibrant floral pattern exudes a sense of freshness and vitality, perfect for celebrating the blooming season. Whether you're attending a garden party or a spring wedding, this dress will ensure you stand out with its unique design and feminine charm. Elevate your style and embrace the essence of spring with this stunning floral printed dress.",Short,Homecoming,Short,
E2534,1,299,Steal the spotlight in this hi-lo halter gown.  It is the perfect balance of sweet and sexy,"Elevate your evening look with this stunning hi-lo halter gown, designed to steal the spotlight wherever you go. The halter neckline adds a touch of elegance, while the hi-lo hemline brings a modern twist to the classic silhouette. Crafted from luxurious fabric, this dress drapes beautifully on the body, ensuring both comfort and style. Whether you're attending a gala, a wedding, or a special event, this dress is sure to make you feel like the belle of the ball. Flaunt your fashion-forward style in this perfect balance of sweet and sexy attire.","Embellished, Prom",Last Dress,Short,
E2535,6,249,This wine colored dress offers a deep fully beaded illusion plunge neckline.  The sides are illusion cutouts to show off your waist line.,"Elevate your evening look with this exquisite wine-colored dress featuring a stunning fully beaded illusion plunge neckline that adds a touch of glamour. The intricate beadwork shimmers beautifully under the light, making you the center of attention. Show off your figure with the alluring illusion cutouts aLong the sides, accentuating your waistline effortlessly. Perfect for special occasions and formal events, this dress exudes elegance and sophistication. Make a statement and stand out in style with this captivating ensemble.","Embellished, Short, ","Holiday, Homecoming",Short,
E2537,2,399,This is the perfect dress for your bridal/engagement party.  Turn heads with this fully head to toe Embellished gown.,"Shine like a star in this exquisite dress designed for your special bridal or engagement party. Radiate elegance and glamour with its full head-to-toe embellishments that will capture the light and attention of everyone in the room. Crafted with intricate details and delicate craftsmanship, this gown is a true showstopper. Whether you're celebrating love or making a grand entrance, this dress will make you feel like a queen on your special day. Flaunt your style and sophistication in this stunning piece that exudes luxury and grace.","Elegant Evening, Gala/ pageant",Last Dress,Long,
E2540,27,259,Beautiful halter cocktail dress with beaded geometric pattern,"Elevate your evening look with this stunning halter cocktail dress adorned with a mesmerizing beaded geometric pattern. Crafted with high-quality materials, this dress exudes elegance and sophistication. The halter neckline adds a touch of allure, while the intricate beading creates a dazzling effect that is sure to turn heads. Perfect for cocktail parties, weddings, or any special occasion where you want to make a statement. Step into the spotlight and shine bright in this exquisite dress that effortlessly combines style and glamour.","Embellished, Short","Holiday, Homecoming",Short,
E2542,13,,,,,,,no
E2543,21,249,This halter style little black dress is sure to fit any occasion with its beaded waist and peek-a-boo bust.,"Make a stunning entrance in this halter style little black dress that exudes elegance and charm. The beaded waist adds a touch of glamour, while the peek-a-boo bust detail brings a hint of allure to the ensemble. Crafted from high-quality material, this dress offers both style and comfort, making it perfect for a night out or a special event. Whether you're attending a cocktail party or a dinner date, this versatile dress is a must-have in your wardrobe for any occasion.","Short, Elegant Evening, Embellished","Holiday, Homecoming",Short,
E2544,20,225,Fully Embellished V-neck bodice ,"Shine like a star in this fully Embellished V-neck bodice dress that exudes glamour and sophistication. The intricate beading and sequin work on the bodice catch the light beautifully, ensuring all eyes are on you. Crafted from high-quality materials, this dress offers both comfort and style, making it perfect for special occasions and formal events. Whether you're attending a gala, a wedding, or a cocktail party, this stunning dress will make you stand out and feel like a true fashion icon. Elevate your wardrobe with this dazzling piece that will make you feel like royalty wherever you go.","Short, Embellished",Holiday,Short,
E2545,38,199,Sweet and glamorous at the same time.  This illusion beaded bodice and flowy skirt is the perfect combination for your next event.,"Step into elegance with this enchanting dress that effortlessly blends sweetness with glamour. The illusion beaded bodice adds a touch of sophistication, while the flowy skirt exudes grace and movement. Crafted with delicate attention to detail, this dress is a showstopper for any special occasion. Whether you're attending a wedding, Prom, or gala, this dress will make you feel like the belle of the ball. Elevate your style and make a statement in this stunning ensemble.","Short, Embellished",Holiday,Short,
E2547,25,,,,,,,no
E2549,14,289,This is the perfect combination of flirty and elegant.  The spaghetti strap bodice and bright flowy skirt makes this dress appropriate for any occasion.,"Embrace a blend of flirtatious charm and sophisticated elegance with this stunning dress. The delicate spaghetti straps delicately frame the bodice, while the vibrant and airy skirt adds a touch of playfulness. Crafted from high-quality materials, this dress effortlessly transitions from day to night, making it suitable for any event on your calendar. Whether you're attending a garden party or a cocktail soirée, this dress is sure to turn heads and make you feel radiant.",Short,Homecoming,Short,
E2550,34,225,Turn heads with this little red dress. The plunging V-neck is offset with a sheer red mesh completing this fully beaded bodice and satin skirt.,"Make a statement in this alluring little red dress that is sure to capture attention. The striking plunging V-neckline is beautifully complemented by a delicate sheer red mesh, creating a captivating look. Adorned with intricate beadwork on the bodice and a luxurious satin skirt, this dress exudes elegance and sophistication. Perfect for special occasions, cocktail parties, or a night out on the town, this dress will make you feel confident and glamorous wherever you go.","Short, Embellished","Homecoming, Holiday",Short,
E2551,11,199,Look sweet and sexy in this halter style summer dress,"Embrace a blend of sweetness and allure in this halter-style summer dress. Crafted with lightweight and breathable fabric, this dress is perfect for warm days and hot nights. The halter neckline adds a touch of sophistication, while the flowy silhouette exudes a carefree vibe. Whether you're strolling aLong the beach or sipping cocktails at a rooftop bar, this dress will keep you looking effortlessly chic. Elevate your summer wardrobe with this versatile piece that transitions seamlessly from day to night.",Short,Homecoming,Short,
E2553,35,225,This bright red cocktail dress with hidden pockets is perfect for you next event.,"Stand out in style at your next event with this vibrant red cocktail dress featuring convenient hidden pockets. Made from high-quality fabric, this dress exudes elegance and sophistication. The flattering silhouette accentuates your curves, while the bold color adds a touch of drama to your look. Ideal for cocktail parties, weddings, or any special occasion where you want to make a statement, this dress will have you feeling confident and chic all night Long.","Embellished, Short, ","Holiday, Homecoming",Short,
E2554,29,249,"Two piece halter style, peek-a-boo top and matching chiffon skirt. The skirt has a satin sewn on belt while the top has a lace overlay look perfect for any occasion.","Make a statement in this two-piece ensemble featuring a halter-style top with a flirty peek-a-boo detail and a matching chiffon skirt. The skirt is adorned with a satin sewn-on belt for a touch of elegance, while the top boasts a delicate lace overlay for a chic and sophisticated look. Perfect for any occasion, this outfit exudes charm and style, making you stand out effortlessly wherever you go. Ideal for a night out, a special event, or a formal gathering, this ensemble will have you turning heads and feeling fabulous.",Short,Holiday,Short,
E2557,33,,,,,,,no
E2560,25,289,Fully beaded halter style bodice with see through black mesh to give that peek-a-boo look. The skirt portion of the dress is multi-layered giving this piece a flirty feel.,"Dazzle and captivate in this exquisite dress featuring a fully beaded halter-style bodice that shimmers with every movement. The alluring see-through black mesh adds a touch of mystery and allure, perfect for those who love a hint of peek-a-boo glam. The multi-layered skirt creates a playful and flirty silhouette that will make you feel like a true fashion maven. Ideal for special occasions where you want to stand out and make a statement, this dress is sure to turn heads and leave a lasting impression.","Embellished, Short","Holiday, Homecoming",Short,
E2568,8,599,Feel like an absolute princess in this corset fully Embellished bodice with keyhole back.  The full skirt has matching embellishments to make this the perfect dress for your special day.,"Step into a fairytale with this enchanting dress featuring a corset-style bodice adorned with intricate embellishments that shimmer with every movement. The keyhole back adds a touch of allure, while the full skirt echoes the same dazzling details for a cohesive and magical look. Ideal for special occasions, this dress is destined to make you feel like royalty on your unforgettable day.","Ball Gown/Quinceanera , Prom",,Long,
E2570,8,499,Gorgeous corseted Ball Gown/Quinceanera  with keyhole back.  The toole skirt is covered in glitter to give this dress extra sparkle,"Step into the spotlight with this stunning corseted Ball Gown/Quinceanera  that exudes elegance and charm. The keyhole back adds a touch of allure, while the tulle skirt adorned with glitter shimmers and shines, making you the star of the evening. Crafted with exquisite attention to detail, this dress is perfect for formal events, galas, or Prom nights where you want to make a statement. Embrace your inner princess and twirl the night away in this enchanting gown that is sure to capture hearts wherever you go.","Ball Gown/Quinceanera , Embellished",Holiday,Long,
E2572,1,499,This stunningly Elegant Evening gown will have all eyes on you with its plunging neckline and keyhole lace back.,"Step into the spotlight with this stunningly Elegant Evening gown that is sure to turn heads. The dress features a daring plunging neckline and a mesmerizing keyhole lace back, adding a touch of allure to your look. Crafted from luxurious and flowy fabric, this gown drapes beautifully on your silhouette, making you feel like a true goddess. Perfect for formal events, galas, or a special night out, this dress exudes sophistication and glamour effortlessly. Make a statement and own the night in this show-stopping piece.","Gala/ pageant, Elegant Evening","Last Dress, Holiday",Long,
E2574,22,225,Beautiful floor length black gown with detailed bodice gives classically elegant vibes,"Step into sophistication with this stunning floor-length black gown. The intricate detailing on the bodice elevates the classic elegance of this dress, making it a timeless choice for any formal event. Crafted from high-quality materials, this gown drapes beautifully and ensures a comfortable fit all night Long. Perfect for galas, black-tie events, or even a special night out, this dress will make you feel like a true fashion icon. Make a statement and exude confidence in this exquisite piece that is sure to turn heads wherever you go.",Elegant Evening,Holiday,Long,
E2578,40,699,,,,,,no
E2589,9,399,Gorgeous black A-line Ballown with exaggerated sweetheart neckline will turn heads at your next party;,"Elevate your party look with this stunning black A-line Ball Gown/Quinceanera  featuring an exaggerated sweetheart neckline. Crafted to make a statement, this dress exudes elegance and sophistication. The flowing silhouette adds a touch of drama, while the sweetheart neckline accentuates your décolletage beautifully. Perfect for special occasions and formal events, this dress is sure to make you feel like the belle of the ball. Embrace your inner fashionista and captivate the crowd in this show-stopping piece.","Ball Gown/Quinceanera , Prom, Elegant Evening, Embellished",Holiday,Long,
E2590,24,399,This collared cap sleeve Ball Gown/Quinceanera  is the epitome of old time elegance.  With its retro geometric design on the bodice you will be sure to make a captivating enterance.,"Step into the spotlight with this enchanting collared cap sleeve Ball Gown/Quinceanera  that exudes old-world charm and elegance. The retro geometric design on the bodice adds a touch of sophistication and allure, making you the center of attention wherever you go. Crafted from high-quality materials, this gown ensures both style and comfort, allowing you to dance the night away with grace. Perfect for special occasions, galas, or formal events, this dress is a timeless piece that will leave a lasting impression. Elevate your wardrobe with this stunning gown and prepare to captivate hearts wherever you go.","Ball Gown/Quinceanera , Prom, Elegant Evening",Holiday,Long,
E2593,2,429,Make an enterance in this stunning cap sleevw fitted gown with plunging illusion sweetheart neckline.  The skirt has a sweeping train for extra glam. ,"Step into the spotlight with this captivating cap sleeve fitted gown that exudes elegance and sophistication. The plunging illusion sweetheart neckline adds a touch of allure, while the sweeping train brings a dramatic flair to your look. Crafted with meticulous detail, this dress is perfect for those special occasions where you want to make a memorable entrance. Stand out at galas, red carpet events, or formal evening parties in this show-stopping ensemble. Elevate your style and leave a lasting impression in this exquisite gown.","Embellished, Gala/ pageant, Elegant Evening","Holiday, Last Dress",Long,
E2599,40,,,,,,,no
E2600,18,225,Plunging v-neck with illusion bust makes this the perfect dress for any occasion! ,"Elevate your style with this stunning dress featuring a plunging v-neck and illusion bust detail. Crafted with high-quality materials, this dress exudes elegance and sophistication. The unique design adds a touch of allure, making it ideal for a night out or special event. Whether you're attending a cocktail party or a formal dinner, this dress will make you stand out from the crowd. Embrace your inner fashionista and make a statement in this show-stopping piece.",Short,"Homecoming, Holiday",Short,
E2601,37,225,Gorgeous bandeau bodice with corset enclosure.  The puffy skirt adds flare for your next event.,"Dazzle in this stunning dress featuring a captivating bandeau bodice and a corset enclosure that accentuates your figure effortlessly. The puffy skirt adds a touch of whimsy and drama, perfect for making a statement at your next special event. Crafted from high-quality materials, this dress exudes elegance and charm, ensuring you stand out from the crowd. Whether it's a formal dinner, Prom night, or a fancy gala, this dress is sure to turn heads and leave a lasting impression. Elevate your style and embrace your inner fashionista with this show-stopping ensemble.",Short,"Homecoming, Holiday",Short,
E2602,42,225,Plunging v-neck with illusion bust and cap sleeves makes this the perfect dress for any occasion! The keyhole back is accented with a sweet heart bow.,"Make a stylish statement in this captivating dress featuring a plunging v-neck and illusion bust that exudes elegance. The delicate cap sleeves add a touch of sophistication, making it ideal for a variety of occasions. The keyhole back detail with a sweet heart bow creates a charming and feminine look that will surely turn heads. Crafted from high-quality materials, this dress is both comfortable and chic, ensuring you look and feel your best wherever you go. Perfect for cocktail parties, weddings, or any special event where you want to stand out in style.",Short,"Homecoming, Holiday",Short,no
E2605,1,,,,,Last Dress,,no
E2610,1,,,,,Last Dress,,no
E2613,6,329,Show off your curves with this plum gown with deep plunge neckline,"Elegance meets allure in this stunning plum gown featuring a deep plunge neckline, perfect for showcasing your curves. Crafted from luxurious fabric, this dress drapes beautifully and feels silky smooth against your skin. The unique neckline adds a touch of drama and sophistication to your look, making it ideal for formal events, galas, or cocktail parties. Embrace your inner goddess and exude confidence in this show-stopping gown that is sure to turn heads wherever you go.","Prom, Elegant Evening",Holiday,Long,
E2614,1,349,Elegant fitted gown with semi-sweetheart strapless neckline.  The Embellished belt adds a touch of elegance to this already classic dress.,"Step into sophistication and grace with this stunning fitted gown featuring a semi-sweetheart strapless neckline. The delicate Embellished belt cinches your waist, adding a touch of glamour to this timeless piece. Crafted from high-quality material, this dress drapes beautifully on your silhouette, exuding elegance and charm. Perfect for formal events, weddings, or any special occasion where you want to make a lasting impression. Elevate your style and exude confidence in this exquisite gown.","Prom, Elegant Evening",Holilday,Long,
E2615,10,299,Show off your curves with this illusion waist gown and high slit skirt.,"Elevate your evening look with this mesmerizing illusion waist gown featuring a sultry high slit skirt. Crafted from luxurious fabric, this dress effortlessly accentuates your curves while adding a touch of allure to your ensemble. The illusion waist detail creates a flattering silhouette, making it perfect for formal events and special occasions. Whether you're attending a gala or a black-tie affair, this dress is sure to make a statement and turn heads wherever you go. Flaunt your style and confidence in this stunning gown that exudes elegance and sophistication.","Prom, Elegant Evening ",Holiday,Long,
E2701,23,499,"Make your grand enterance with this exquisite A-Line Ball Gown/Quinceanera .  Complete with an Embellished flirty overlay and illusion lace back, this is sure to make a statement at your next event, ","Step into the spotlight with this stunning A-Line Ball Gown/Quinceanera  that exudes elegance and charm. The dress features a beautifully Embellished flirty overlay that adds a touch of sparkle and glamour. The illusion lace back adds a hint of allure and sophistication to the overall look. Perfect for special events and formal occasions, this dress is designed to make you feel like a true queen. Make a statement and turn heads wherever you go in this show-stopping ensemble.","Ball Gown/Quinceanera , Prom",,Long,
E2705,2,399,This A-Line halter Ball Gown/Quinceanera  is perfect for your next event.  The cream colored skirt with fitted bodice is sure to turn heads. ,"Make a grand entrance at your next event in this exquisite A-Line halter Ball Gown/Quinceanera . The cream-colored skirt beautifully contrasts with the fitted bodice, creating a stunning silhouette that is bound to captivate onlookers. Crafted with high-quality materials, this gown exudes elegance and sophistication. Whether it's a formal gala or a special evening out, this dress is a show-stopper that will make you feel like the belle of the ball.","Ball Gown/Quinceanera , Prom",Last Dress,Long,
E2708,29,399,Feel like a princess in this Ball Gown/Quinceanera  with a plunging illusion neckline with spaghettie sraps and cap sleeves,"Step into the spotlight with this enchanting Ball Gown/Quinceanera  that exudes elegance and grace. The plunging illusion neckline adds a touch of allure, while the delicate spaghetti straps and cap sleeves provide a romantic and ethereal feel. Crafted from luxurious fabric, this dress drapes beautifully, enhancing your every movement. Perfect for formal events, Proms, or weddings, this dress will make you feel like royalty as you twirl across the dance floor. Embrace your inner princess and captivate all who lay eyes on you in this stunning gown.","Ball Gown/Quinceanera , Prom, Elegant Evening",Holiday,Long,
E2717,2,,,,,Last Dress,,no
E2752,27,299,Stunning mermaid style gown with peep hole bust and cut out sides,"Make a grand entrance in this captivating mermaid style gown that exudes elegance and sophistication. The daring peep hole bust and chic cut-out sides add a touch of allure to this stunning piece, making it a show-stopper at any event. Crafted from high-quality fabric, this dress drapes beautifully on your figure, accentuating your curves in all the right places. Perfect for formal occasions, red carpet events, or glamorous evenings out, this dress is sure to make you feel like a true fashion icon. Stand out from the crowd and leave a lasting impression in this mesmerizing gown.","Prom, Elegant Evening, Gala/ pageant",Holiday,Long,
E2753,21,299,"Off shoulder, floor length gown that gives a floating illusion when you walk.  The fabric has subtle sparkles to make this gown shine! ","Step into the spotlight with this mesmerizing off-shoulder gown that exudes elegance and grace. Crafted from a luxurious fabric with delicate sparkles, this floor-length dress is designed to make you shine like a star. As you move, it creates a floating illusion, adding a touch of magic to your every step. Perfect for glamorous events, red carpet occasions, or any moment when you want to make a stunning entrance. Elevate your style and captivate the crowd in this enchanting gown.","Prom, Elegant Evening, ",Holiday,Long,
