Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Variant Image,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,product.metafields.custom.color,product.metafields.custom.size,product.metafields.custom.dress_occasion,product.metafields.custom.dress_style,product.metafields.custom.skirt_length_type,product.metafields.custom.sleeve_length_type
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-line skirt gracefully flows from the natural waist, culminating in a captivating sweep train. Perfect for formal events, weddings, or any special occasion where you want to exude elegance and sophistication. Elevate your style with this enchanting dress that is sure to make you feel like a true fashion icon.</p>",Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,4,AA222_WHITE_4,,shopify,6,deny,manual,449.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,1,Nova Vogue CODE: AA222_WHITE_4,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-",Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 4,WHITE,4,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-line skirt gracefully flows from the natural waist, culminating in a captivating sweep train. Perfect for formal events, weddings, or any special occasion where you want to exude elegance and sophistication. Elevate your style with this enchanting dress that is sure to make you feel like a true fashion icon.</p>",Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6,AA222_WHITE_6,,shopify,6,deny,manual,449.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,1,Nova Vogue CODE: AA222_WHITE_6,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-",Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 6,WHITE,6,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-line skirt gracefully flows from the natural waist, culminating in a captivating sweep train. Perfect for formal events, weddings, or any special occasion where you want to exude elegance and sophistication. Elevate your style with this enchanting dress that is sure to make you feel like a true fashion icon.</p>",Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8,AA222_WHITE_8,,shopify,2,deny,manual,449.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,1,Nova Vogue CODE: AA222_WHITE_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-",Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 8,WHITE,8,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-line skirt gracefully flows from the natural waist, culminating in a captivating sweep train. Perfect for formal events, weddings, or any special occasion where you want to exude elegance and sophistication. Elevate your style with this enchanting dress that is sure to make you feel like a true fashion icon.</p>",Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10,AA222_WHITE_10,,shopify,1,deny,manual,449.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,1,Nova Vogue CODE: AA222_WHITE_10,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-",Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 10,WHITE,10,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-line skirt gracefully flows from the natural waist, culminating in a captivating sweep train. Perfect for formal events, weddings, or any special occasion where you want to exude elegance and sophistication. Elevate your style with this enchanting dress that is sure to make you feel like a true fashion icon.</p>",Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE-IVORY,Size,2,AA222_WHITE-IVORY_2,,shopify,1,deny,manual,449.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,1,Nova Vogue CODE: AA222_WHITE-IVORY_2,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_1.png?v=1727407801,ANDY ANAND COUTURE AA222,"<p>Indulge in the beauty of this exquisite chiffon dress, designed with an alluring off the shoulder neckline adorned with a delicate brooch detail. Embrace the flattering silhouette created by the wide waistband cinching your waist, complemented by a zipper closure on the bodice. The full-length A-",Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE-IVORY 2,WHITE-IVORY,2,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_2.png?v=1727407786,2,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_3.png?v=1727407816,3,,,,,,,,,,,,,,,,,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA222_White-Ivory_4.png?v=1727407789,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,6,AA9254_IVORY_6,,shopify,6,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_IVORY_6,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,IVORY 6,IVORY,6,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,8,AA9254_IVORY_8,,shopify,6,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_IVORY_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,IVORY 8,IVORY,8,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,IVORY,Size,12,AA9254_IVORY_12,,shopify,1,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_IVORY_12,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,IVORY 12,IVORY,12,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,6,AA9254_WHITE_6,,shopify,4,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_WHITE_6,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 6,WHITE,6,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,8,AA9254_WHITE_8,,shopify,6,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_WHITE_8,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 8,WHITE,8,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
aa9254,ANDY ANAND COUTURE AA9254,,Nova Vogue,Long Dress,"Wedding, Long",True,Apparel & Accessories > Clothing > Dresses,Color,WHITE,Size,10,AA9254_WHITE_10,,shopify,4,deny,manual,299.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,1,Nova Vogue CODE: AA9254_WHITE_10,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_1.png?v=1727407796,ANDY ANAND COUTURE AA9254,,Apparel & Accessories > Clothing > Dresses,Female,Adult,Women Dresses,"Wedding, Long",new,False,ANDY ANAND COUTURE,Wedding,Wedding,Long,WHITE 10,WHITE,10,"""Wedding""; ""Wedding""; ""Long""","""Wedding""; ""Wedding""; ""Long""",Long,Wedding
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_2.png?v=1727407802,2,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_3.png?v=1727407794,3,,,,,,,,,,,,,,,,,,,,,,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0649/4820/7797/files/AA9254_White-Ivory_4.png?v=1727407809,4,,,,,,,,,,,,,,,,,,,,,,
