Code,Color,Size,Brand,Quantity
AA9270,WHITE/RED,6,ANDY ANAND COUTURE,6.0
AA9271,IVORY,12,ANDY ANAND COUTURE,4.0
AA9271,IVORY,6,ANDY ANAND COUTURE,2.0
AA9271,IVORY,8,ANDY ANAND COUTURE,2.0
AA9271,IVORY/CHAMPAGNE,12,ANDY ANAND COUTURE,1.0
AA9271,WHITE,10,ANDY ANAND COUTURE,2.0
AA9271,WHITE,6,ANDY ANAND COUTURE,1.0
AA9271,WHITE,8,ANDY ANAND COUTURE,5.0
AA9290,IVORY,4,ANDY ANAND COUTURE,1.0
AA9292,WHITE,22,ANDY ANAND COUTURE,1.0
AA9298,IVORY/WHITE,2024-04-20 0:00:00,ANDY ANAND COUTURE,1.0
AA9298,WHITE,6,ANDY ANAND COUTURE,1.0
AA9300,IVORY,6,ANDY ANAND COUTURE,1.0
AA9301,WHITE,10,ANDY ANAND COUTURE,1.0
AA9301,WHITE,12,ANDY ANAND COUTURE,1.0
AA9301,WHITE,14,ANDY ANAND COUTURE,2.0
AA9301,WHITE,4,ANDY ANAND COUTURE,3.0
AA9301,WHITE,6,ANDY ANAND COUTURE,3.0
AA9301,WHITE/IVORY,6,ANDY ANAND COUTURE,1.0
AA9302,WHITE,10,ANDY ANAND COUTURE,1.0
AA9302,WHITE,6,ANDY ANAND COUTURE,1.0
AA9303,IVORY,12,ANDY ANAND COUTURE,1.0
AA9304,WHITE,4,ANDY ANAND COUTURE,1.0
AA9304,WHITE,6,ANDY ANAND COUTURE,3.0
AA9305,IVORY,12,ANDY ANAND COUTURE,1.0
AA9306,CHAMPAGNE/IVORY,6,ANDY ANAND COUTURE,1.0
AA9306,IVORY,14,ANDY ANAND COUTURE,1.0
AA9306,IVORY,6,ANDY ANAND COUTURE,1.0
AA9307,IVORY,22,ANDY ANAND COUTURE,1.0
AA9307,IVORY,8,ANDY ANAND COUTURE,1.0
AA9307,WHITE,10,ANDY ANAND COUTURE,1.0
AA9307,WHITE,2,ANDY ANAND COUTURE,1.0
AA9307,WHITE,22,ANDY ANAND COUTURE,1.0
AA9308,IVORY,6,ANDY ANAND COUTURE,1.0
AA9308,WHITE,10,ANDY ANAND COUTURE,1.0
AA9308,WHITE,14,ANDY ANAND COUTURE,6.0
AA9308,WHITE,16,ANDY ANAND COUTURE,17.0
AA9308,WHITE,4,ANDY ANAND COUTURE,4.0
AA9308,WHITE,6,ANDY ANAND COUTURE,2.0
AA9308,WHITE,8,ANDY ANAND COUTURE,1.0
AA9309,IVORY,10,ANDY ANAND COUTURE,1.0
AA9309,IVORY,12,ANDY ANAND COUTURE,1.0
AA9309,IVORY,14,ANDY ANAND COUTURE,1.0
AA9309,IVORY,16,ANDY ANAND COUTURE,2.0
AA9309,IVORY,4,ANDY ANAND COUTURE,8.0
AA9309,IVORY,6,ANDY ANAND COUTURE,5.0
AA9309,WHITE,14,ANDY ANAND COUTURE,5.0
AA9309,WHITE,16,ANDY ANAND COUTURE,1.0
AA9309,WHITE,4,ANDY ANAND COUTURE,2.0
AA9309,WHITE,6,ANDY ANAND COUTURE,3.0
AA9309,WHITE,8,ANDY ANAND COUTURE,4.0
AA9310,IVORY,16,ANDY ANAND COUTURE,1.0
AA9310,IVORY,4,ANDY ANAND COUTURE,2.0
AA9310,IVORY,6,ANDY ANAND COUTURE,4.0
AA9310,WHITE,10,ANDY ANAND COUTURE,3.0
AA9310,WHITE,14,ANDY ANAND COUTURE,2.0
AA9310,WHITE,16,ANDY ANAND COUTURE,1.0
AA9310,WHITE,4,ANDY ANAND COUTURE,1.0
AA9310,WHITE,8,ANDY ANAND COUTURE,1.0
AA9312,BURGUNDY,6,ANDY ANAND COUTURE,1.0
AA9312,IVORY,12,ANDY ANAND COUTURE,1.0
AA9312,IVORY,6,ANDY ANAND COUTURE,1.0
AA9312,WHITE,2024-04-18 0:00:00,ANDY ANAND COUTURE,1.0
AA9312,WHITE,4,ANDY ANAND COUTURE,4.0
AA9312,WHITE,6,ANDY ANAND COUTURE,2.0
AA9312,WHITE,8,ANDY ANAND COUTURE,1.0
AA9313,IVORY,10,ANDY ANAND COUTURE,2.0
AA9313,IVORY,14,ANDY ANAND COUTURE,2.0
AA9313,IVORY,16,ANDY ANAND COUTURE,2.0
AA9313,IVORY,6,ANDY ANAND COUTURE,7.0
AA9313,IVORY,8,ANDY ANAND COUTURE,2.0
AA9313,WHITE,12,ANDY ANAND COUTURE,1.0
AA9313,WHITE,14,ANDY ANAND COUTURE,1.0
AA9314,IVORY,20,ANDY ANAND COUTURE,1.0
AA9314,IVORY,4,ANDY ANAND COUTURE,2.0
AA9314,IVORY,8,ANDY ANAND COUTURE,1.0
AA9314,WHITE,14,ANDY ANAND COUTURE,1.0
AA9314,WHITE,4,ANDY ANAND COUTURE,1.0
AA9314,WHITE,6,ANDY ANAND COUTURE,1.0
AA9314,WHITE,8,ANDY ANAND COUTURE,3.0
AA9315,IVORY,0-22,ANDY ANAND COUTURE,1.0
AA9315,IVORY,10,ANDY ANAND COUTURE,3.0
AA9315,IVORY,12,ANDY ANAND COUTURE,2.0
AA9315,IVORY,14,ANDY ANAND COUTURE,1.0
AA9315,IVORY,16,ANDY ANAND COUTURE,2.0
AA9315,IVORY,2,ANDY ANAND COUTURE,1.0
AA9315,IVORY,4,ANDY ANAND COUTURE,3.0
AA9315,IVORY,6,ANDY ANAND COUTURE,3.0
AA9315,IVORY,8,ANDY ANAND COUTURE,1.0
AA9315,WHITE,10,ANDY ANAND COUTURE,4.0
AA9315,WHITE,12,ANDY ANAND COUTURE,3.0
AA9315,WHITE,14,ANDY ANAND COUTURE,1.0
AA9315,WHITE,4,ANDY ANAND COUTURE,5.0
AA9315,WHITE,6,ANDY ANAND COUTURE,2.0
AA9315,WHITE,8,ANDY ANAND COUTURE,5.0
AA9315,WHITE/IVORY,2024-04-22 0:00:00,ANDY ANAND COUTURE,1.0
AA9316,IVORY,14,ANDY ANAND COUTURE,1.0
AA9316,IVORY,2024-04-18 0:00:00,ANDY ANAND COUTURE,1.0
AA9316,IVORY,4,ANDY ANAND COUTURE,1.0
AA9316,IVORY,6,ANDY ANAND COUTURE,2.0
AA9316,IVORY,8,ANDY ANAND COUTURE,1.0
AA9316,WHITE,10,ANDY ANAND COUTURE,1.0
AA9316,WHITE,12,ANDY ANAND COUTURE,1.0
AA9316,WHITE,14,ANDY ANAND COUTURE,2.0
AA9316,WHITE,16,ANDY ANAND COUTURE,2.0
AA9316,WHITE,18,ANDY ANAND COUTURE,1.0
AA9316,WHITE,4,ANDY ANAND COUTURE,1.0
AA9316,WHITE,6,ANDY ANAND COUTURE,2.0
AA9316,WHITE,8,ANDY ANAND COUTURE,5.0
AA9317,IVORY,4,ANDY ANAND COUTURE,4.0
AA9317,IVORY,6,ANDY ANAND COUTURE,3.0
AA9317,IVORY,8,ANDY ANAND COUTURE,1.0
AA9317,WHITE,10,ANDY ANAND COUTURE,3.0
AA9317,WHITE,12,ANDY ANAND COUTURE,1.0
AA9317,WHITE,14,ANDY ANAND COUTURE,2.0
AA9317,WHITE,16,ANDY ANAND COUTURE,3.0
AA9317,WHITE,18,ANDY ANAND COUTURE,2.0
AA9317,WHITE,4,ANDY ANAND COUTURE,5.0
AA9317,WHITE,6,ANDY ANAND COUTURE,3.0
AA9318,IVORY,4,ANDY ANAND COUTURE,1.0
AA9318,IVORY,8,ANDY ANAND COUTURE,1.0
AA9318,WHITE,10,ANDY ANAND COUTURE,1.0
AA9318,WHITE,4,ANDY ANAND COUTURE,1.0
AA9318,WHITE,6,ANDY ANAND COUTURE,1.0
AA9318,WHITE,8,ANDY ANAND COUTURE,1.0
AA9319,IVORY,4,ANDY ANAND COUTURE,1.0
AA9319,IVORY,6,ANDY ANAND COUTURE,3.0
AA9319,IVORY,8,ANDY ANAND COUTURE,2.0
AA9319,WHITE,10,ANDY ANAND COUTURE,1.0
AA9319,WHITE,16,ANDY ANAND COUTURE,2.0
AA9319,WHITE,4,ANDY ANAND COUTURE,3.0
AA9319,WHITE,6,ANDY ANAND COUTURE,2.0
AA9319,WHITE,8,ANDY ANAND COUTURE,1.0
AA932,BURGUNDY,4,ANDY ANAND COUTURE,4.0
AA9320,WHITE,10,ANDY ANAND COUTURE,1.0
AA9320,WHITE,12,ANDY ANAND COUTURE,1.0
AA9320,WHITE,14,ANDY ANAND COUTURE,1.0
AA9321,IVORY,6,ANDY ANAND COUTURE,1.0
AA9322,IVORY,12,ANDY ANAND COUTURE,1.0
AA9322,WHITE,14,ANDY ANAND COUTURE,1.0
AA9322,WHITE,8,ANDY ANAND COUTURE,2.0
AA9326,WHITE,8,ANDY ANAND COUTURE,1.0
AA9327,IVORY,24,ANDY ANAND COUTURE,1.0
AA9327,WHITE,8,ANDY ANAND COUTURE,1.0
AA9329,IVORY,4,ANDY ANAND COUTURE,1.0
AA9329,WHITE,4,ANDY ANAND COUTURE,1.0
AA9330,WHITE,22,ANDY ANAND COUTURE,1.0
AA9331,IVORY,4,ANDY ANAND COUTURE,2.0
AA9331,WHITE,18,ANDY ANAND COUTURE,1.0
AA9331,WHITE,4,ANDY ANAND COUTURE,3.0
AA9331,WHITE,6,ANDY ANAND COUTURE,1.0
AA9331,WHITE,8,ANDY ANAND COUTURE,2.0
AA9331,WHITE/IVORY,2024-04-24 0:00:00,ANDY ANAND COUTURE,1.0
AA9332,OFF WHITE,6,ANDY ANAND COUTURE,1.0
AA9332,WHITE,10,ANDY ANAND COUTURE,1.0
AA9332,WHITE,12,ANDY ANAND COUTURE,1.0
AA9332,WHITE,18,ANDY ANAND COUTURE,1.0
AA9332,WHITE,6,ANDY ANAND COUTURE,1.0
AA9332,WHITE,8,ANDY ANAND COUTURE,1.0
AA9335,WHITE,4,ANDY ANAND COUTURE,1.0
AA9336,WHITE,4,ANDY ANAND COUTURE,1.0
AA9346,IVORY,10,ANDY ANAND COUTURE,2.0
AA9346,IVORY,14,ANDY ANAND COUTURE,1.0
AA9349,IVORY,16,ANDY ANAND COUTURE,1.0
AA9349,IVORY,6,ANDY ANAND COUTURE,1.0
AA9349,IVORY,8,ANDY ANAND COUTURE,1.0
AA9349,WHITE,10,ANDY ANAND COUTURE,1.0
AA9349,WHITE,16,ANDY ANAND COUTURE,1.0
AA9357,WHITE,6,ANDY ANAND COUTURE,1.0
B1194,SKY BLUE,10,MILANO FORMALS,1.0
B7038,WHITE,10,MILANO FORMALS,1.0
B7715,BLACK,6,MILANO FORMALS,1.0
B7715,BLACK,9,MILANO FORMALS,1.0
B8088,IVORY,8,MILANO FORMALS,4.0
B8320,ORANGE,14,MILANO FORMALS,1.0
B8401,SKY BLUE,10,MILANO FORMALS,1.0
B8401,SKY BLUE,8,MILANO FORMALS,2.0
B8472,SAGE,18,MILANO FORMALS,1.0
B8486,BLACK,16,MILANO FORMALS,1.0
B8486,BLACK/FUCHSIA,10,MILANO FORMALS,9.0
B8486,BLACK/FUCHSIA,12,MILANO FORMALS,7.0
B8486,BLACK/FUCHSIA,14,MILANO FORMALS,12.0
B8486,BLACK/FUCHSIA,18,MILANO FORMALS,2.0
B8486,BLACK/FUCHSIA,8,MILANO FORMALS,12.0
B8486,BLACK/LILAC,10,MILANO FORMALS,12.0
B8486,BLACK/LILAC,12,MILANO FORMALS,29.0
B8486,BLACK/LILAC,14,MILANO FORMALS,17.0
B8486,BLACK/LILAC,18,MILANO FORMALS,15.0
B8486,BLACK/LILAC,22,MILANO FORMALS,19.0
B8486,BLACK/LILAC,8,MILANO FORMALS,22.0
B8486,BLACK/LIME,10,MILANO FORMALS,2.0
B8486,BLACK/LIME,14,MILANO FORMALS,2.0
B8506,PINK,12,MILANO FORMALS,2.0
B8506,PINK,14,MILANO FORMALS,3.0
B8581,PINK,8,MILANO FORMALS,1.0
B8588,FUCHSIA,14,MILANO FORMALS,6.0
B8588,FUCHSIA,18,MILANO FORMALS,2.0
B8588,FUCHSIA,22,MILANO FORMALS,3.0
B8588,PINK,14,MILANO FORMALS,1.0
B8588,PINK,8,MILANO FORMALS,2.0
B8588,SKY BLUE,14,MILANO FORMALS,1.0
B8588,SKYBLUE/BLACK,10,MILANO FORMALS,1.0
B8588,SKYBLUE/BLACK,14,MILANO FORMALS,5.0
B8588,SKYBLUE/BLACK,18,MILANO FORMALS,1.0
B8588,SKYBLUE/BLACK,22,MILANO FORMALS,3.0
B8588,SKYBLUE/BLACK,8,MILANO FORMALS,1.0
B8608,LILAC,10,MILANO FORMALS,9.0
B8608,LILAC,12,MILANO FORMALS,6.0
B8608,LILAC,14,MILANO FORMALS,5.0
B8608,LILAC,18,MILANO FORMALS,3.0
B8608,LILAC,22,MILANO FORMALS,5.0
B8608,LILAC,8,MILANO FORMALS,9.0
B8608,PINK,12,MILANO FORMALS,3.0
B8608,PINK,14,MILANO FORMALS,9.0
B8608,PINK,18,MILANO FORMALS,2.0
B8608,PINK,8,MILANO FORMALS,3.0
B8608,SKY BLUE,10,MILANO FORMALS,9.0
B8608,SKY BLUE,12,MILANO FORMALS,9.0
B8608,SKY BLUE,14,MILANO FORMALS,7.0
B8608,SKY BLUE,18,MILANO FORMALS,6.0
B8608,SKY BLUE,22,MILANO FORMALS,6.0
B8608,SKY BLUE,8,MILANO FORMALS,10.0
B8621,BLACK/LILAC,22,MILANO FORMALS,1.0
B8621,BLACK/SKYBLUE,18,MILANO FORMALS,2.0
B8622,LILAC,22,MILANO FORMALS,4.0
B8654,FUCHSIA,18,MILANO FORMALS,1.0
B8660,MELON,14,MILANO FORMALS,2.0
B8660,MELON,18,MILANO FORMALS,3.0
B8660,MELON,22,MILANO FORMALS,5.0
B8661,ORANGE,10,MILANO FORMALS,5.0
B8661,ORANGE,12,MILANO FORMALS,7.0
B8661,ORANGE,14,MILANO FORMALS,7.0
B8661,ORANGE,8,MILANO FORMALS,5.0
B8667,YELLOW,10,MILANO FORMALS,2.0
B8667,YELLOW,12,MILANO FORMALS,2.0
B8667,YELLOW,14,MILANO FORMALS,7.0
B8667,YELLOW,18,MILANO FORMALS,3.0
B8667,YELLOW,22,MILANO FORMALS,3.0
B8680,MELON,18,MILANO FORMALS,1.0
B8691,MELON,12,MILANO FORMALS,6.0
B8691,MELON,14,MILANO FORMALS,9.0
B8691,MELON,18,MILANO FORMALS,6.0
B8691,MELON,22,MILANO FORMALS,10.0
B8716,FUCHSIA,22,MILANO FORMALS,1.0
B8716,FUCHSIA,26,MILANO FORMALS,2.0
B8716,FUCHSIA,34,MILANO FORMALS,5.0
B8749,GREEN,10,ANDY ANAND,4.0
B8749,GREEN,12,ANDY ANAND,7.0
B8749,GREEN,14,ANDY ANAND,12.0
B8749,GREEN,18,ANDY ANAND,7.0
B8749,GREEN,8,ANDY ANAND,22.0
B8751,BROWN,22,MILANO FORMALS,1.0
B8808,BLACK,30,MILANO FORMALS,1.0
B8808,IVORY,8,MILANO FORMALS,25.0
B8808,IVORY/BLACK,8,MILANO FORMALS,1.0
B8808,IVORY/NAVY,10,MILANO FORMALS,3.0
B8808,IVORY/NAVY,12,MILANO FORMALS,6.0
B8808,IVORY/NAVY,14,MILANO FORMALS,4.0
B8808,IVORY/NAVY,8,MILANO FORMALS,10.0
B8808,NAVY/IVORY,10,MILANO FORMALS,3.0
B8808,NAVY/IVORY,12,MILANO FORMALS,1.0
B8808,NAVY/IVORY,8,MILANO FORMALS,9.0
B8808,TRUFFLE,10,MILANO FORMALS,3.0
B8808,TRUFFLE,8,MILANO FORMALS,2.0
B8808,WHITE,4,MILANO FORMALS,1.0
B8859,BLACK,8,MILANO FORMALS,1.0
B8865,BROWN,10,MILANO FORMALS,1.0
B8865,CLARET,10,MILANO FORMALS,5.0
B8865,CLARET,12,MILANO FORMALS,1.0
B8865,CLARET,14,MILANO FORMALS,2.0
B8865,CLARET,16,MILANO FORMALS,1.0
B8865,CLARET,18,MILANO FORMALS,3.0
B8865,CLARET,22,MILANO FORMALS,4.0
B8865,CLARET,26,MILANO FORMALS,3.0
B8865,CLARET,34,MILANO FORMALS,4.0
B8865,CLARET,38,MILANO FORMALS,8.0
B8865,CLARET,4,MILANO FORMALS,6.0
B8865,CLARET,40,MILANO FORMALS,2.0
B8865,CLARET,6,MILANO FORMALS,6.0
B8865,CLARET,8,MILANO FORMALS,3.0
B8865,IVORY,10,MILANO FORMALS,8.0
B8865,IVORY,42,MILANO FORMALS,1.0
B8865,IVORY,8,MILANO FORMALS,5.0
B8865,POOL,22,MILANO FORMALS,1.0
B8865,PURPLE,10,MILANO FORMALS,1.0
B8865,PURPLE,20,MILANO FORMALS,1.0
B8865,PURPLE,30,MILANO FORMALS,1.0
B8865,PURPLE,34,MILANO FORMALS,5.0
B8865,PURPLE,4,MILANO FORMALS,1.0
B8865,PURPLE,42,MILANO FORMALS,6.0
B8865,PURPLE,8,MILANO FORMALS,14.0
B8865,ROYAL,12,MILANO FORMALS,1.0
B8865,SAGE,38,MILANO FORMALS,3.0
B8865,SAGE,42,MILANO FORMALS,5.0
B8865,SANGRIA,2,MILANO FORMALS,1.0
B8865,SANGRIA,30,MILANO FORMALS,1.0
B8865,SANGRIA,34,MILANO FORMALS,6.0
B8865,SANGRIA,38,MILANO FORMALS,7.0
B8865,SANGRIA,42,MILANO FORMALS,6.0
B8865,SANGRIA,8,MILANO FORMALS,2.0
B8865,SILVER,8,MILANO FORMALS,1.0
B8865,SKY BLUE,38,MILANO FORMALS,4.0
B8865,SKY BLUE,42,MILANO FORMALS,4.0
B8865,TRUFFLE,10,MILANO FORMALS,2.0
B8865,TRUFFLE,12,MILANO FORMALS,12.0
B8865,TRUFFLE,14,MILANO FORMALS,1.0
B8865,TRUFFLE,20,MILANO FORMALS,1.0
B8865,TRUFFLE,22,MILANO FORMALS,1.0
B8865,TRUFFLE,24,MILANO FORMALS,3.0
B8865,TRUFFLE,26,MILANO FORMALS,2.0
B8865,TRUFFLE,28,MILANO FORMALS,1.0
B8865,TRUFFLE,30,MILANO FORMALS,1.0
B8865,TRUFFLE,34,MILANO FORMALS,2.0
B8865,TRUFFLE,4,MILANO FORMALS,7.0
B8865,TRUFFLE,6,MILANO FORMALS,5.0
B8865,TRUFFLE,8,MILANO FORMALS,29.0
B8865,WHITE,10,MILANO FORMALS,2.0
B8865,WHITE,12,MILANO FORMALS,7.0
B8865,WHITE,16,MILANO FORMALS,3.0
B8865,WHITE,2,MILANO FORMALS,1.0
B8865,WHITE,20,MILANO FORMALS,1.0
B8865,WHITE,24,MILANO FORMALS,3.0
B8865,WHITE,28,MILANO FORMALS,2.0
B8865,WHITE,32,MILANO FORMALS,3.0
B8865,WHITE,34,MILANO FORMALS,2.0
B8865,WHITE,36,MILANO FORMALS,1.0
B8865,WHITE,4,MILANO FORMALS,4.0
B8865,WHITE,40,MILANO FORMALS,2.0
B8865,WHITE,6,MILANO FORMALS,2.0
B8865,WHITE,8,MILANO FORMALS,7.0
B8894,BROWN/CHAMPAGNE,10,MILANO FORMALS,1.0
B8894,CHAMPAGNE/NAVY,12,MILANO FORMALS,2.0
B8895,CORAL,12,MILANO FORMALS,2.0
B8895,CORAL,8,MILANO FORMALS,3.0
B8896,LILAC/WHITE,8,MILANO FORMALS,1.0
B8896,NAVY,8,MILANO FORMALS,1.0
B8896,PURPLE/WHITE,4,MILANO FORMALS,2.0
B8896,SILVER,8,MILANO FORMALS,4.0
B8896,TRUFFLE,8,MILANO FORMALS,2.0
B8896,TRUFFLE/WHITE,8,MILANO FORMALS,2.0
B8898,CORAL,8,MILANO FORMALS,1.0
B8921,LIGHT GREEN,18,MILANO FORMALS,3.0
B8921,LIGHT GREEN,22,MILANO FORMALS,3.0
B8921,LIGHT GREEN,8,MILANO FORMALS,2.0
B8921,TRUFFLE,8,MILANO FORMALS,2.0
B8921,VIOLET,10,MILANO FORMALS,1.0
B8921,VIOLET,8,MILANO FORMALS,8.0
B8940,TRUFFLE,8,MILANO FORMALS,2.0
B8967,GREEN,14,MILANO FORMALS,2.0
B8968,GREEN,8,MILANO FORMALS,1.0
B8998,APPLE RED,10,MILANO FORMALS,2.0
B8998,APPLE RED,12,MILANO FORMALS,2.0
B8998,APPLE RED,14,MILANO FORMALS,3.0
B8998,APPLE RED,24,MILANO FORMALS,1.0
B8998,APPLE RED,4,MILANO FORMALS,1.0
B8998,CHAMPAGNE,18,MILANO FORMALS,1.0
B8998,CLARET,10,MILANO FORMALS,4.0
B8998,CLARET,16,MILANO FORMALS,6.0
B8998,CLARET,4,MILANO FORMALS,9.0
B8998,CLARET,6,MILANO FORMALS,7.0
B8998,CLARET,8,MILANO FORMALS,4.0
B8998,CORAL,10,MILANO FORMALS,3.0
B8998,CORAL,12,MILANO FORMALS,7.0
B8998,CORAL,14,MILANO FORMALS,1.0
B8998,CORAL,16,MILANO FORMALS,6.0
B8998,CORAL,22,MILANO FORMALS,1.0
B8998,CORAL,38,MILANO FORMALS,2.0
B8998,CORAL,4,MILANO FORMALS,18.0
B8998,CORAL,40,MILANO FORMALS,1.0
B8998,CORAL,6,MILANO FORMALS,5.0
B8998,CORAL,8,MILANO FORMALS,13.0
B8998,LIGHT GREEN,8,MILANO FORMALS,8.0
B8998,POOL,10,MILANO FORMALS,5.0
B8998,POOL,12,MILANO FORMALS,3.0
B8998,POOL,14,MILANO FORMALS,1.0
B8998,POOL,4,MILANO FORMALS,1.0
B8998,POOL,8,MILANO FORMALS,4.0
B8998,RED,10,MILANO FORMALS,6.0
B8998,RED,12,MILANO FORMALS,8.0
B8998,RED,20,MILANO FORMALS,1.0
B8998,RED,4,MILANO FORMALS,4.0
B8998,RED,6,MILANO FORMALS,1.0
B8998,RED,8,MILANO FORMALS,9.0
