Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_4.jpg,24,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,25,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_2.jpg,26,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_3.jpg,27,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_4.jpg,28,
aa226,ANDY ANAND COUTURE AA226,"<p>Indulge yourself in the beauty of this exquisite ivory wedding dress. This one-piece garment hits every perfect note, featuring a captivating neck design and a breathtakingly detailed hand-worked bodice that travels down the arm. Radiate elegance like never before on your big day with this bridal masterpiece.</p>
<ul>
<li>Bridal gown</li>
<li>Detailed handwork</li>
<li>One-piece bridal dress</li>
<li>Elegant bridal clothing</li>
</ul>",ANDY ANAND COUTURE,Dress,"Ivory, Handwork, Wedding-dress, One-piece, Elegant, Bridal, Neck-design",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4,Color,WHITE,aa226_WHITE_4,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_1.jpg,1,"Ivory wedding dress, Bridal gown, Detailed handwork, One-piece bridal dress, Elegant bridal clothing, Bridal neck design"
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_2.jpg,2,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_3.jpg,3,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_4.jpg,4,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_5.jpg,5,
aa229,ANDY ANAND COUTURE AA229,"<p>This alluring Ivory dress captivates attention with its distinctively elegant design. From the expressive neckline to the graceful sleeve accents, it beautifully highlights the human form. The length delicately skims the legs, providing a sense of mystery and intrigue.</p>
<ul>
<li>elegant dress</li>
<li>unique neckline</li>
<li>dress with sleeves</li>
<li>leg-baring dress</li>
<li>alluring design</li>
</ul>",ANDY ANAND COUTURE,Dress,"Ivory, Long, Elegant, Sleeves, Neckline, Trendy dress",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6,Color,WHITE/NUDE,aa229_WHITE/NUDE_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA229_Ivory_1.jpg,1,"Ivory dress, elegant dress, unique neckline, dress with sleeves, leg-baring dress, alluring design, fashion-forward dress"
aa229,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA229_Ivory_2.jpg,2,
aa233,ANDY ANAND COUTURE AA233,"<p>This exquisite, ivory day dress beautifully showcases a delicate shoulder and neck design. The one-piece garment hugs the waist, falling into fashionable pleats. The added effect of flash photography makes the dress radiate elegance, topped off with a pristine smile.</p>
<ul>
<li>Day dress</li>
<li>One-piece garment</li>
<li>Waist-hugging</li>
<li>Shoulder detail</li>
<li>Neck detail</li>
<li>Flash photography dress</li>
<li>Fashionable dress</li>
</ul>",ANDY ANAND COUTURE,Dress,"Ivory, Dress, Waist-hugging, One-piece, Day-dress, Shoulder-detail, Neck-detail, Fashion, Elegance.",TRUE,Apparel & Accessories > Clothing > Dresses,Size,14,Color,WHITE/IVORY,aa233_WHITE/IVORY_14,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA233_Ivory_1.jpg,1,"Ivory Dress, Day dress, One-piece garment, Waist-hugging, Shoulder detail, Neck detail, Flash photography dress, Fashionable dress, Elegant dress."
aa233,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA233_Ivory_2.jpg,2,
aa9254,ANDY ANAND COUTURE AA9254,"<p>This elegant white-ivory bridal party dress is a sight to behold. The strapless design adds a touch of modern femininity, catering to the bride's comfort and style. The beautiful and delicate accents on the dress make it alluring. It's perfect for flashing a smile under the flash photography. </p>
<ul>
<li>white-ivory wedding dress</li>
<li>comfortable wedding gown</li>
<li>modern bride dress</li>
</ul>",ANDY ANAND COUTURE,Dress,"Bride, Strapless, Dress, White-Ivory, Wedding, Comfortable, Elegant.",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6,Color,IVORY,aa9254_IVORY_6,,shopify,6.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_1.jpg,1,"strapless bridal dress, white-ivory wedding dress, comfortable wedding gown, modern bride dress, elegant bridal clothing. "
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_2.jpg,2,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_3.jpg,3,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_4.jpg,4,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_1.jpg,5,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_2.jpg,6,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_3.jpg,7,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_4.jpg,8,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_1.jpg,9,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_2.jpg,10,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_3.jpg,11,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_4.jpg,12,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_1.jpg,13,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_2.jpg,14,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_3.jpg,15,
aa9254,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_4.jpg,16,
aa9256,ANDY ANAND COUTURE AA9256,"<p>This stunning white-ivory wedding dress showcases an elegantly bare shoulder design, fit for any radiant bride-to-be. The strapless design highlights bridal beauty, complemented by the luxurious bridal party dress style. The gown captivates, reflecting an ecstatic happiness amplified by the subtle glow of flash photography.</p>
<ul>
<li>Wedding dress</li>
<li>Strapless bridal clothing</li>
<li>Happy bride dress</li>
</ul>",ANDY ANAND COUTURE,Dress,"Ivory, Strapless, Gown, Bridal, Happy, Flash-photography",TRUE,Apparel & Accessories > Clothing > Dresses,Size,10,Color,IVORY,aa9256_IVORY_10,,shopify,3.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,1,"White-Ivory bridal gown, Wedding dress, Strapless bridal clothing, Happy bride dress, Flash photography bridal wear"
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,2,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,3,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,4,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,5,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,6,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,7,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,8,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,9,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,10,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,11,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,12,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,13,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,14,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,15,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,16,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,17,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,18,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,19,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,20,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,21,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,22,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,23,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,24,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,25,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,26,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,27,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,28,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,29,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,30,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,31,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,32,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,33,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,34,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,35,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,36,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,37,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,38,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,39,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,40,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_1.jpg,41,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_2.jpg,42,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_3.jpg,43,
aa9256,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9256_White-Ivory_4.jpg,44,
aa9257,ANDY ANAND COUTURE AA9257,"<p>This sublime white wedding dress offers a classic bridal elegance with modern sophistication. Its ethereal design showcases a shoulder-baring strapless silhouette followed by an impeccably fitted waist, gracefully cascading into a pristine gown that will surely steal everyone's breath away!</p>
<ul>
<li>Strapless Wedding Dress</li>
<li>Elegant Bridal Apparel</li>
<li>Modern Bridal Dress</li>
</ul>",ANDY ANAND COUTURE,Dress,"White, Strapless, Bride, Dress, Wedding, Elegant, Modern, Cinched-Waist.",TRUE,Apparel & Accessories > Clothing > Dresses,Size,12,Color,IVORY,aa9257_IVORY_12,,shopify,4.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,1,"White Bridal Dress, Strapless Wedding Dress, Elegant Bridal Apparel, Modern Bridal Dress, Cinched Waist Wedding Dress."
aa9257,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,2,
aa9257,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,3,
aa9257,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,4,
aa9257,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,5,
aa9257,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA9257_White_1.jpg,6,
