Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Product Category,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,metafield.custom.clothing_features,metafield.custom.dress_occasion,metafield.custom.dress_style,metafield.custom.skirt_dress_length_type,metafield.custom.sleeve_length_type
aa221,Elegant Wedding Long Dress AA221,"<p>Envision yourself radiating beauty as you step into a dreamy affair, draped in luxurious fabric that flows gracefully as you move. This exquisite gown is ideal for weddings, formal gatherings, or any special occasion where you want to leave a lasting impression. With delicate detailing and a flattering silhouette, it's designed to complement your every move, embodying romance and sophistication, making it a timeless choice for the modern bride or guest.  </p>
<ul>
<li>Flowy Dress</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>Satin</li>
<li>Lace</li>
<li>Elegant</li>
<li>Detailed</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Dress, Wedding (Bridal), Satin, Sleeveless, Flowy, Elegant, A-Line, Lace, Detailed, Wedding Guest, long,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,WHITE,AA221_WHITE_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa221 AA221_White-Ivory_1.png,"Flowy Dress, Sleeveless, A-Line, Satin, Lace, Elegant, Detailed","Wedding (Bridal), Wedding Guest, Formal ",AA221,long  ,Sleeveless
aa221,Elegant Wedding Long Dress AA221,"<p>Envision yourself radiating beauty as you step into a dreamy affair, draped in luxurious fabric that flows gracefully as you move. This exquisite gown is ideal for weddings, formal gatherings, or any special occasion where you want to leave a lasting impression. With delicate detailing and a flattering silhouette, it's designed to complement your every move, embodying romance and sophistication, making it a timeless choice for the modern bride or guest.  </p>
<ul>
<li>Flowy Dress</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>Satin</li>
<li>Lace</li>
<li>Elegant</li>
<li>Detailed</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Dress, Wedding (Bridal), Satin, Sleeveless, Flowy, Elegant, A-Line, Lace, Detailed, Wedding Guest, long,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,WHITE,AA221_WHITE_8,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa221 AA221_White-Ivory_1.png,"Flowy Dress, Sleeveless, A-Line, Satin, Lace, Elegant, Detailed","Wedding (Bridal), Wedding Guest, Formal ",AA221,long  ,Sleeveless
aa221,Elegant Wedding Long Dress AA221,"<p>Envision yourself radiating beauty as you step into a dreamy affair, draped in luxurious fabric that flows gracefully as you move. This exquisite gown is ideal for weddings, formal gatherings, or any special occasion where you want to leave a lasting impression. With delicate detailing and a flattering silhouette, it's designed to complement your every move, embodying romance and sophistication, making it a timeless choice for the modern bride or guest.  </p>
<ul>
<li>Flowy Dress</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>Satin</li>
<li>Lace</li>
<li>Elegant</li>
<li>Detailed</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Dress, Wedding (Bridal), Satin, Sleeveless, Flowy, Elegant, A-Line, Lace, Detailed, Wedding Guest, long,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,10.0,Color,WHITE,AA221_WHITE_10,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa221 AA221_White-Ivory_1.png,"Flowy Dress, Sleeveless, A-Line, Satin, Lace, Elegant, Detailed","Wedding (Bridal), Wedding Guest, Formal ",AA221,long  ,Sleeveless
aa221,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_2.jpg,2,,,,,,
aa221,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_3.jpg,3,,,,,,
aa221,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA221_White-Ivory_4.jpg,4,,,,,,
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,IVORY,AA222_IVORY_4,,shopify,4.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,IVORY,AA222_IVORY_6,,shopify,3.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,WHITE,AA222_WHITE_4,,shopify,6.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,WHITE,AA222_WHITE_6,,shopify,6.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,8.0,Color,WHITE,AA222_WHITE_8,,shopify,2.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,10.0,Color,WHITE,AA222_WHITE_10,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,Charming Wedding Long Dress AA222,"<p>Imagine stepping into the spotlight with elegance in this stunning long dress, perfect for special occasions. Its timeless design makes it ideal for weddings, whether you're the bride or a guest. The luxurious fabric flows gracefully, enhancing your silhouette and capturing attention in photographs. Pair it with a beautiful bridal veil for a romantic look, or wear it as a sophisticated option for a bridesmaid. Where tradition meets style, this dress will make lasting memories.  </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>A-Line</li>
<li>Elegant</li>
<li>Lace</li>
<li>Satin</li>
<li>Bride</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Bride, Wedding (Bridal), Satin, Bridesmaid, Long, Sleeve, Flowy, Elegant, A-Line, Lace, Dress, long,Wedding (Bridal), Bridesmaid, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,2.0,Color,WHITE/IVORY,AA222_WHITE/IVORY_2,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa222 AA222_White-Ivory_1.png,"Flowy Dress, Long Sleeve, A-Line, Elegant, Lace, Satin, Bride","Wedding (Bridal), Bridesmaid, Formal ",AA222,long  ,Long Sleeve
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_2.jpg,2,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_3.jpg,3,,,,,,
aa222,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA222_White-Ivory_4.jpg,4,,,,,,
aa226,Radiant Wedding Long Dress AA226,"<p>Envision stepping into your special day in a breathtaking gown that flows elegantly with every movement. This stunning dress features exquisite detailing and is perfect for a grand wedding ceremony or an enchanting photoshoot. With its graceful silhouette, it captures the essence of romance, making it ideal for brides and bridesmaids alike. Dress up for formal occasions or cherish life's memorable moments in this beautiful attire that effortlessly elevates your wardrobe.  </p>
<ul>
<li>Solid</li>
<li>Flowy Dress</li>
<li>High Slit Gown</li>
<li>Sleeveless</li>
<li>A-Line</li>
<li>Satin  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Formal, Long, Dress,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,4.0,Color,WHITE,AA226_WHITE_4,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_1.jpg,1,ANDY ANAND COUTURE aa226 AA226_Ivory_1.png,"Solid, Flowy Dress, High Slit Gown, Sleeveless, A-Line, Satin  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA226,long  ,Sleeveless
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_2.jpg,2,,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_3.jpg,3,,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_4.jpg,4,,,,,,
aa226,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA226_Ivory_5.jpg,5,,,,,,
aa229,Elegant Cocktail Long Dress AA229,"<p>Envision slipping into elegance with this brilliant cocktail dress that boasts a flattering silhouette and exquisite detailing. Perfect for making a statement at weddings, parties, or formal gatherings, this long dress combines comfort with style. Its design effortlessly transitions from an evening out to a stylish get-together, ensuring you shine no matter the occasion. The graceful movement of the fabric makes it ideal for dancing the night away, captivating everyone around.   </p>
<ul>
<li>Flowy Dress</li>
<li>Long Sleeve</li>
<li>Solid</li>
<li>A-Line  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Dress, Cocktail, Party, Wedding,Wedding Guest, Cocktail, Party  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,WHITE/NUDE,AA229_WHITE/NUDE_6,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA229_Ivory_1.jpg,1,ANDY ANAND COUTURE aa229 AA229_Ivory_1.png,"Flowy Dress, Long Sleeve, Solid, A-Line  ","Wedding Guest, Cocktail, Party ",AA229,long  ,Long Sleeve
aa229,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA229_Ivory_2.jpg,2,,,,,,
aa233,Elegant Wedding Long Dress AA233,"<p>Step into sophistication with this stunning long dress that perfectly blends grace and charm. Ideal for weddings or upscale gatherings, this piece boasts exquisite details that enhance the overall allure. The elegant silhouette drapes beautifully, making it suitable for photo shoots or formal events where you want to impress. With a captivating design, it's a timeless piece every woman should have in her wardrobe, ensuring you feel like a goddess on special occasions.  </p>
<ul>
<li>Solid</li>
<li>A-Line</li>
<li>Long Sleeve</li>
<li>Elegant</li>
<li>Flowing</li>
<li>Exquisite Details</li>
</ul>",ANDY ANAND COUTURE,long  ,"Formal  , Wedding (Bridal), Sleeve, Long, Flowing, Details, Elegant, A-Line, Solid, Exquisite, Wedding Guest, long,Wedding (Bridal), Wedding Guest, Formal  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,14.0,Color,WHITE/IVORY,AA233_WHITE/IVORY_14,,shopify,1.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA233_Ivory_1.jpg,1,ANDY ANAND COUTURE aa233 AA233_Ivory_1.png,"Solid, A-Line, Long Sleeve, Elegant, Flowing, Exquisite Details","Wedding (Bridal), Wedding Guest, Formal ",AA233,long  ,Long Sleeve
aa233,,,,,,,,,,,,,,,,,,,,,,,https://ecomm-milano-images.s3.amazonaws.com/AA233_Ivory_2.jpg,2,,,,,,
aa9254,Elegant Wedding Long Dress AA9254,"<p>Envision stepping into a fairy tale with this stunning long dress, perfect for moments such as weddings or special photo shoots. Its graceful silhouette and intricate details make it an ideal choice for brides, bridesmaids, or wedding guests alike. The flowing fabric embraces movement beautifully, ensuring you feel as exquisite as you look. Whether you're celebrating love at a summer wedding or attending a formal event, this dress is designed to be an unforgettable part of your wardrobe.  </p>
<ul>
<li>Flowy Dress</li>
<li>Strapless</li>
<li>A-Line</li>
<li>Wedding Dress</li>
<li>Satin  </li>
</ul>",ANDY ANAND COUTURE,long  ,"Wedding, Bridesmaid, Long, Flowy, Elegant,Wedding (Bridal), Bridesmaid, Wedding Guest  ",TRUE,Apparel & Accessories > Clothing > Dresses,Size,6.0,Color,IVORY,AA9254_IVORY_6,,shopify,6.0,deny,manual,,,TRUE,TRUE,,https://ecomm-milano-images.s3.amazonaws.com/AA9254_White-Ivory_1.jpg,1,ANDY ANAND COUTURE aa9254 AA9254_White-Ivory_1.png,"Flowy Dress, Strapless, A-Line, Wedding Dress, Satin  ","Wedding (Bridal), Bridesmaid, Wedding Guest ",AA9254,long  ,
